Title,ArtistName,Rank,Weeks,isNew
misery,maroon 5,34,18,0
fancy,drake featuring t.i. & swizz beatz,35,13,0
september,daughtry,36,12,0
king of anything,sara bareilles,37,18,0
letting go (dutty love),sean kingston featuring nicki minaj,38,12,0
as she's walking away,zac brown band featuring alan jackson,39,11,0
not afraid,eminem,40,25,0
come back song,darius rucker,41,15,0
2012 (it ain't the end),jay sean featuring nicki minaj,42,12,0
omg,usher featuring will.i.am,43,30,0
can't be friends,trey songz,44,6,0
magic,b.o.b featuring rivers cuomo,45,20,0
if it's love,train,46,20,0
farmer's daughter,rodney atkins,47,19,0
my kinda party,jason aldean,48,9,0
no love,eminem featuring lil wayne,49,8,0
aston martin music,rick ross featuring drake & chrisette michele,50,4,0
black and yellow,wiz khalifa,51,3,0
hey baby (drop it to the floor),pitbull featuring t-pain,52,4,0
the boys of fall,kenny chesney,53,13,0
runaway,kanye west featuring pusha t,54,3,0
anything like me,brad paisley,55,8,0
roll with it,easton corbin,56,15,0
firework,katy perry,57,1,1
all i want is you,miguel featuring j. cole,58,6,0
right thru me,nicki minaj,59,4,0
holding you down (goin in circles),jazmine sullivan,60,9,0
little lion man,mumford & sons,61,11,0
if i had you,adam lambert,62,18,0
why wait,rascal flatts,63,10,0
memories,david guetta featuring kid cudi,64,3,0
radioactive,kings of leon,65,3,0
gonna get this,hannah montana featuring iyaz,66,1,1
stereo love,edward maya & vika jigulina,67,3,0
mama's song,carrie underwood,68,5,0
toot it and boot it,yg,69,9,0
rhythm of love,plain white t's,70,6,0
love all over me,monica,71,15,0
the breath you take,george strait,72,8,0
all over me,josh turner,73,17,0
shake,jesse mccartney,74,3,0
grenade,bruno mars,75,4,0
turn on the radio,reba,76,6,0
only prettier,miranda lambert,77,8,0
whip my hair,willow,78,1,1
monster,kanye west featuring jay-z  rick ross  bon iver & nicki minaj,79,1,1
waka waka (this time for africa),shakira featuring freshlyground,80,18,0
put you in a song,keith urban,81,4,0
the end,kings of leon,82,1,1
what's my name?,rihanna featuring drake,83,1,1
dog days are over,florence + the machine,84,6,0
way out here,josh thompson,85,9,0
speak now,taylor swift,86,3,0
double vision,3oh!3,87,2,0
this ain't no love song,trace adkins,88,2,0
rap song,t-pain featuring rick ross,89,1,1
porn star dancing,my darkest days featuring zakk wylde,90,1,1
lay it down,lloyd,91,1,1
b.m.f. (blowin' money fast),rick ross featuring styles p,92,16,0
tighten up,the black keys,93,1,1
our kind of love,lady antebellum,94,20,0
strip me,natasha bedingfield,95,1,1
angel,akon,96,3,0
smoke a little smoke,eric church,97,6,0
all about tonight,blake shelton,98,19,0
got your back,t.i. featuring keri hilson,99,20,0
waiting for the end,linkin park,100,3,0
old town road,lil nas x featuring billy ray cyrus,1,9,0
me!,taylor swift featuring brendon urie,2,2,0
wow.,post malone,3,19,0
sucker,jonas brothers,4,9,0
sunflower (spider-man: into the spider-verse),post malone & swae lee,5,28,0
7 rings,ariana grande,6,15,0
without me,halsey,7,30,0
dancing with a stranger,sam smith & normani,8,16,0
bad guy,billie eilish,9,5,0
talk,khalid,10,12,0
sweet but psycho,ava max,11,20,0
middle child,j. cole,12,15,0
break up with your girlfriend  i'm bored,ariana grande,13,12,0
happier,marshmello & bastille,14,37,0
shallow,lady gaga & bradley cooper,15,31,0
going bad,meek mill featuring drake,16,22,0
eastside,benny blanco  halsey & khalid,17,42,0
high hopes,panic! at the disco,18,39,0
please me,cardi b & bruno mars,19,11,0
better,khalid,20,33,0
girls like you,maroon 5 featuring cardi b,21,49,0
a lot,21 savage,22,19,0
pure water,mustard & migos,23,14,0
sicko mode,travis scott,24,39,0
thotiana,blueface,25,16,0
be alright,dean lewis,26,27,0
suge,dababy,27,5,0
beautiful crazy,luke combs,28,25,0
look back at it,a boogie wit da hoodie,29,21,0
act up,city girls,30,9,0
here with me,marshmello featuring chvrches,31,8,0
envy me,calboy,32,20,0
whiskey glasses,morgan wallen,33,9,0
god's country,blake shelton,34,5,0
con calma,daddy yankee & katy perry featuring snow,35,13,0
close to me,ellie goulding x diplo featuring swae lee,36,24,0
drip too hard,lil baby & gunna,37,33,0
eyes on you,chase rice,38,11,0
when the party's over,billie eilish,39,25,0
boy with luv,bts featuring halsey,40,3,0
earth,lil dicky,41,2,0
sanguine paradise,lil uzi vert,42,3,0
you say,lauren daigle,43,42,0
murder on my mind,ynw melly,44,15,0
bury a friend,billie eilish,45,14,0
good as you,kane brown,46,10,0
clout,offset featuring cardi b,47,4,0
thank u  next,ariana grande,48,26,0
walk me home,p!nk,49,9,0
youngblood,5 seconds of summer,50,48,0
pop out,polo g featuring lil tjay,51,6,0
who do you love,the chainsmokers featuring 5 seconds of summer,52,12,0
look what god gave her,thomas rhett,53,9,0
here tonight,brett young,54,17,0
baby shark,pinkfong,55,18,0
close friends,lil baby,56,27,0
worth it,yk osiris,57,11,0
swervin,a boogie wit da hoodie featuring 6ix9ine,58,19,0
night shift,jon pardi,59,11,0
love ain't,eli young band,60,3,0
rumor,lee brice,61,8,0
miss me more,kelsea ballerini,62,13,0
racks in the middle,nipsey hussle featuring roddy ricch & hit-boy,63,5,0
make it sweet,old dominion,64,18,0
before i let go,beyonce,65,2,0
hey look ma  i made it,panic! at the disco,66,3,0
floating,schoolboy q featuring 21 savage,67,1,1
robbery,juice wrld,68,11,0
baila baila baila,ozuna x daddy yankee x j balvin x farruko x anuel aa,69,1,1
big ole freak,megan thee stallion,70,4,0
don't call me up,mabel,71,6,0
cool,jonas brothers,72,4,0
calma,pedro capo x farruko,73,7,0
girls need love,summer walker x drake,74,10,0
girl,maren morris,75,9,0
mixed personalities,ynw melly featuring kanye west,76,15,0
that's a rack,lil uzi vert,77,3,0
i've been waiting,lil peep & ilovemakonnen featuring fall out boy,78,8,0
wish you were gay,billie eilish,79,9,0
you should see me in a crown,billie eilish,80,6,0
put a date on it,yo gotti featuring lil baby,81,14,0
talk you out of it,florida georgia line,82,11,0
i'm so tired...,lauv & troye sivan,83,4,0
on my way to you,cody johnson,84,10,0
chopstix,schoolboy q + travis scott,85,1,1
shotta flow,nle choppa,86,2,0
shot clock,ella mai,87,14,0
ocean eyes,billie eilish,88,11,0
secreto,anuel aa & karol g,89,10,0
light it up,marshmello  tyga & chris brown,90,1,1
love someone,brett eldredge,91,2,0
power is power,sza  the weeknd & travis scott,92,1,1
faucet failure,ski mask the slump god,93,10,0
knockin' boots,luke bryan,94,1,1
numb numb juice,schoolboy q,95,2,0
love me anyway,p!nk featuring chris stapleton,96,1,1
24/7,meek mill featuring ella mai,97,4,0
stop snitching,yg,98,1,1
sos,avicii featuring aloe blacc,99,3,0
kill this love,blackpink,100,4,0
old town road,lil nas x featuring billy ray cyrus,1,9,0
me!,taylor swift featuring brendon urie,2,2,0
wow.,post malone,3,19,0
sucker,jonas brothers,4,9,0
sunflower (spider-man: into the spider-verse),post malone & swae lee,5,28,0
7 rings,ariana grande,6,15,0
without me,halsey,7,30,0
dancing with a stranger,sam smith & normani,8,16,0
bad guy,billie eilish,9,5,0
talk,khalid,10,12,0
sweet but psycho,ava max,11,20,0
middle child,j. cole,12,15,0
break up with your girlfriend  i'm bored,ariana grande,13,12,0
happier,marshmello & bastille,14,37,0
shallow,lady gaga & bradley cooper,15,31,0
going bad,meek mill featuring drake,16,22,0
eastside,benny blanco  halsey & khalid,17,42,0
high hopes,panic! at the disco,18,39,0
please me,cardi b & bruno mars,19,11,0
better,khalid,20,33,0
girls like you,maroon 5 featuring cardi b,21,49,0
a lot,21 savage,22,19,0
pure water,mustard & migos,23,14,0
sicko mode,travis scott,24,39,0
thotiana,blueface,25,16,0
be alright,dean lewis,26,27,0
suge,dababy,27,5,0
beautiful crazy,luke combs,28,25,0
look back at it,a boogie wit da hoodie,29,21,0
act up,city girls,30,9,0
here with me,marshmello featuring chvrches,31,8,0
envy me,calboy,32,20,0
whiskey glasses,morgan wallen,33,9,0
god's country,blake shelton,34,5,0
con calma,daddy yankee & katy perry featuring snow,35,13,0
close to me,ellie goulding x diplo featuring swae lee,36,24,0
drip too hard,lil baby & gunna,37,33,0
eyes on you,chase rice,38,11,0
when the party's over,billie eilish,39,25,0
boy with luv,bts featuring halsey,40,3,0
earth,lil dicky,41,2,0
sanguine paradise,lil uzi vert,42,3,0
you say,lauren daigle,43,42,0
murder on my mind,ynw melly,44,15,0
bury a friend,billie eilish,45,14,0
good as you,kane brown,46,10,0
clout,offset featuring cardi b,47,4,0
thank u  next,ariana grande,48,26,0
walk me home,p!nk,49,9,0
youngblood,5 seconds of summer,50,48,0
pop out,polo g featuring lil tjay,51,6,0
who do you love,the chainsmokers featuring 5 seconds of summer,52,12,0
look what god gave her,thomas rhett,53,9,0
here tonight,brett young,54,17,0
baby shark,pinkfong,55,18,0
close friends,lil baby,56,27,0
worth it,yk osiris,57,11,0
swervin,a boogie wit da hoodie featuring 6ix9ine,58,19,0
night shift,jon pardi,59,11,0
love ain't,eli young band,60,3,0
rumor,lee brice,61,8,0
miss me more,kelsea ballerini,62,13,0
racks in the middle,nipsey hussle featuring roddy ricch & hit-boy,63,5,0
make it sweet,old dominion,64,18,0
before i let go,beyonce,65,2,0
hey look ma  i made it,panic! at the disco,66,3,0
floating,schoolboy q featuring 21 savage,67,1,1
robbery,juice wrld,68,11,0
baila baila baila,ozuna x daddy yankee x j balvin x farruko x anuel aa,69,1,1
big ole freak,megan thee stallion,70,4,0
don't call me up,mabel,71,6,0
cool,jonas brothers,72,4,0
calma,pedro capo x farruko,73,7,0
girls need love,summer walker x drake,74,10,0
girl,maren morris,75,9,0
mixed personalities,ynw melly featuring kanye west,76,15,0
that's a rack,lil uzi vert,77,3,0
i've been waiting,lil peep & ilovemakonnen featuring fall out boy,78,8,0
wish you were gay,billie eilish,79,9,0
you should see me in a crown,billie eilish,80,6,0
put a date on it,yo gotti featuring lil baby,81,14,0
talk you out of it,florida georgia line,82,11,0
i'm so tired...,lauv & troye sivan,83,4,0
on my way to you,cody johnson,84,10,0
chopstix,schoolboy q + travis scott,85,1,1
shotta flow,nle choppa,86,2,0
shot clock,ella mai,87,14,0
ocean eyes,billie eilish,88,11,0
secreto,anuel aa & karol g,89,10,0
light it up,marshmello  tyga & chris brown,90,1,1
love someone,brett eldredge,91,2,0
power is power,sza  the weeknd & travis scott,92,1,1
faucet failure,ski mask the slump god,93,10,0
knockin' boots,luke bryan,94,1,1
numb numb juice,schoolboy q,95,2,0
love me anyway,p!nk featuring chris stapleton,96,1,1
24/7,meek mill featuring ella mai,97,4,0
stop snitching,yg,98,1,1
sos,avicii featuring aloe blacc,99,3,0
kill this love,blackpink,100,4,0
firework,katy perry,1,7,0
raise your glass,pink,2,9,0
what's my name?,rihanna featuring drake,3,7,0
the time (dirty bit),the black eyed peas,4,4,0
grenade,bruno mars,5,10,0
only girl (in the world),rihanna,6,13,0
just the way you are,bruno mars,7,20,0
we r who we r,ke$ha,8,6,0
just a dream,nelly,9,16,0
bottoms up,trey songz featuring nicki minaj,10,17,0
like a g6,far*east movement featuring cataracs & dev,11,17,0
dj got us fallin' in love,usher featuring pitbull,12,21,0
dynamite,taio cruz,13,27,0
black and yellow,wiz khalifa,14,9,0
teenage dream,katy perry,15,20,0
animal,neon trees,16,27,0
f**k you! (forget you),cee lo green,17,15,0
no hands,waka flocka flame featuring roscoe dash & wale,18,13,0
please don't go,mike posner,19,11,0
tonight (i'm lovin' you),enrique iglesias featuring ludacris & dj frank e,20,2,0
dog days are over,florence + the machine,21,12,0
dog days are over,glee cast,22,1,1
club can't handle me,flo rida featuring david guetta,23,23,0
stereo love,edward maya & vika jigulina,24,9,0
christmas lights,coldplay,25,1,1
i like it,enrique iglesias featuring pitbull,26,30,0
whip my hair,willow,27,7,0
secrets,onerepublic,28,24,0
hey  soul sister,glee cast,29,1,1
if i die young,the band perry,30,22,0
right thru me,nicki minaj,31,10,0
right above it,lil wayne featuring drake,32,16,0
yeah 3x,chris brown,33,6,0
deuces,chris brown featuring tyga & kevin mccall,34,23,0
aston martin music,rick ross featuring drake & chrisette michele,35,10,0
love like woe,the ready set,36,17,0
love the way you lie,eminem featuring rihanna,37,24,0
(i've had) the time of my life,glee cast,38,1,1
no love,eminem featuring lil wayne,39,14,0
somewhere with you,kenny chesney,40,5,0
hey baby (drop it to the floor),pitbull featuring t-pain,41,10,0
stuck like glue,sugarland,42,19,0
back to december,taylor swift,43,6,0
as she's walking away,zac brown band featuring alan jackson,44,17,0
can't be friends,trey songz,45,12,0
my kinda party,jason aldean,46,15,0
mine,taylor swift,47,18,0
felt good on my lips,tim mcgraw,48,5,0
we no speak americano,yolanda be cool & dcup,49,12,0
memories,david guetta featuring kid cudi,50,9,0
coming home,diddy - dirty money featuring skylar grey,51,2,0
runaway,kanye west featuring pusha t,52,9,0
why wait,rascal flatts,53,16,0
valerie,glee cast,54,1,1
who dat girl,flo rida featuring akon,55,1,1
angel,akon,56,7,0
marry you,glee cast,57,2,0
kush,dr. dre featuring snoop dogg & akon,58,3,0
mama's song,carrie underwood,59,11,0
forget you,glee cast featuring gwyneth paltrow,60,3,0
put you in a song,keith urban,61,10,0
pretty girl rock,keri hilson,62,2,0
turn on the radio,reba,63,12,0
who are you when i'm not looking,blake shelton,64,5,0
jar of hearts,christina perri,65,10,0
hold my hand,michael jackson duet with akon,66,3,0
only prettier,miranda lambert,67,14,0
anything like me,brad paisley,68,14,0
lay it down,lloyd,69,7,0
the breath you take,george strait,70,14,0
rhythm of love,plain white t's,71,12,0
down on me,jeremih featuring 50 cent,72,4,0
all i want is you,miguel featuring j. cole,73,12,0
letting go (dutty love),sean kingston featuring nicki minaj,74,18,0
someone else calling you baby,luke bryan,75,6,0
shake,jesse mccartney,76,9,0
voices,chris young,77,5,0
freak the freak out,victorious cast featuring victoria justice,78,1,1
boots,the killers,79,1,1
little lion man,mumford & sons,80,17,0
fancy,drake featuring t.i. & swizz beatz,81,19,0
smoke a little smoke,eric church,82,12,0
waiting for the end,linkin park,83,9,0
fire flame,birdman featuring lil wayne,84,1,1
september,daughtry,85,18,0
maybe,sick puppies,86,2,0
don't you wanna stay,jason aldean with kelly clarkson,87,5,0
let me down easy,billy currington,88,2,0
hello world,lady antebellum,89,4,0
marry you,bruno mars,90,2,0
make a movie,twista featuring chris brown,91,4,0
one in a million,ne-yo,92,6,0
rocketeer,far*east movement featuring ryan tedder,93,1,1
marry me,train,94,3,0
bullets in the gun,toby keith,95,5,0
check it out,will.i.am & nicki minaj,96,13,0
don't cry for me argentina (lea michele version),glee cast,97,1,1
monster,kanye west featuring jay-z  rick ross  bon iver & nicki minaj,98,6,0
singing in the rain / umbrella,glee cast featuring gwyneth paltrow,99,3,0
loca,shakira featuring dizzee rascal,100,9,0
when i was your man,bruno mars,1,16,0
thrift shop,macklemore & ryan lewis featuring wanz,2,27,0
just give me a reason,p!nk featuring nate ruess,3,8,0
stay,rihanna featuring mikky ekko,4,9,0
suit & tie,justin timberlake featuring jay z,5,13,0
harlem shake,baauer,6,8,0
can't hold us,macklemore & ryan lewis featuring ray dalton,7,9,0
cruise,florida georgia line featuring nelly,8,27,0
started from the bottom,drake,9,9,0
feel this moment,pitbull featuring christina aguilera,10,11,0
radioactive,imagine dragons,11,32,0
mirrors,justin timberlake,12,8,0
love me,lil wayne featuring drake & future,13,12,0
daylight,maroon 5,14,18,0
heart attack,demi lovato,15,6,0
i knew you were trouble.,taylor swift,16,25,0
i love it,icona pop featuring charli xcx,17,10,0
scream & shout,will.i.am & britney spears,18,19,0
locked out of heaven,bruno mars,19,27,0
ho hey,the lumineers,20,44,0
sweet nothing,calvin harris featuring florence welch,21,22,0
the way,ariana grande featuring mac miller,22,2,0
carry on,fun.,23,14,0
wagon wheel,darius rucker,24,9,0
i will wait,mumford & sons,25,35,0
don't you worry child,swedish house mafia featuring john martin,26,29,0
my songs know what you did in the dark (light em up),fall out boy,27,9,0
f**kin problems,a$ap rocky featuring drake  2 chainz & kendrick lamar,28,23,0
sure be cool if you did,blake shelton,29,13,0
pour it up,rihanna,30,14,0
bad,wale featuring tiara thomas or rihanna,31,8,0
troublemaker,olly murs featuring flo rida,32,12,0
it's time,imagine dragons,33,44,0
22,taylor swift,34,6,0
mama's broken heart,miranda lambert,35,11,0
downtown,lady antebellum,36,9,0
little talks,of monsters and men,37,46,0
bugatti,ace hood featuring future & rick ross,38,8,0
get your shine on,florida georgia line,39,11,0
alive,krewella,40,8,0
catch my breath,kelly clarkson,41,24,0
highway don't care,tim mcgraw with taylor swift,42,6,0
power trip,j. cole featuring miguel,43,8,0
sail,awolnation,44,31,0
madness,muse,45,29,0
poetic justice,kendrick lamar featuring drake,46,24,0
try,p!nk,47,24,0
gangnam style,psy,48,31,0
one more night,maroon 5,49,42,0
i drive your truck,lee brice,50,14,0
if i didn't have you,thompson square,51,14,0
fine china,chris brown,52,1,1
done.,the band perry,53,4,0
pirate flag,kenny chesney,54,9,0
boys 'round here,blake shelton featuring pistol annies & friends,55,2,0
next to me,emeli sande,56,7,0
rich as f**k,lil wayne featuring 2 chainz,57,3,0
1994,jason aldean,58,4,0
give it all we got tonight,george strait,59,14,0
pom poms,jonas brothers,60,1,1
r.i.p.,young jeezy featuring 2 chainz,61,9,0
somebody's heartbreak,hunter hayes,62,20,0
loveeeeeee song,rihanna featuring future,63,10,0
gone  gone  gone,phillip phillips,64,5,0
#thatpower,will.i.am featuring justin bieber,65,3,0
like jesus does,eric church,66,7,0
all gold everything,trinidad james,67,17,0
love and war,tamar braxton,68,11,0
beat this summer,brad paisley,69,4,0
two black cadillacs,carrie underwood,70,17,0
i can take it from there,chris young,71,9,0
battle scars,lupe fiasco & guy sebastian,72,15,0
we still in this b****,b.o.b featuring t.i. & juicy j,73,8,0
levitate,hadouken!,74,6,0
bitch  don't kill my vibe,kendrick lamar,75,7,0
if i lose myself,onerepublic,76,3,0
clarity,zedd featuring foxes,77,3,0
kiss you,one direction,78,15,0
kisses down low,kelly rowland,79,5,0
all around the world,justin bieber featuring ludacris,80,6,0
cups (pitch perfect's when i'm gone),anna kendrick,81,15,0
karate chop (remix),future featuring lil wayne,82,5,0
high school,nicki minaj featuring lil wayne,83,1,1
more than miles,brantley gilbert,84,6,0
one of those nights,tim mcgraw,85,19,0
neva end,future,86,18,0
anywhere with you,jake owen,87,3,0
hey pretty girl,kip moore,88,3,0
wild for the night,a$ap rocky featuring skrillex,89,4,0
show out,juicy j featuring big sean & young jeezy,90,5,0
molly,tyga featuring cedric gervais  wiz khalifa & mally mall,91,3,0
changed,rascal flatts,92,7,0
c'mon,ke$ha,93,16,0
whiskey,jana kramer,94,2,0
lego house,ed sheeran,95,2,0
wop,j. dash,96,3,0
freaks,french montana featuring nicki minaj,97,4,0
wings,little mix,98,1,1
one way or another (teenage kicks),one direction,99,8,0
same love,macklemore & ryan lewis featuring mary lambert,100,4,0
sucker,jonas brothers,1,1,1
7 rings,ariana grande,2,7,0
please me,cardi b & bruno mars,3,3,0
sunflower (spider-man: into the spider-verse),post malone & swae lee,4,20,0
without me,halsey,5,22,0
shallow,lady gaga & bradley cooper,6,23,0
wow.,post malone,7,11,0
happier,marshmello & bastille,8,29,0
middle child,j. cole,9,7,0
sicko mode,travis scott,10,31,0
thank u  next,ariana grande,11,18,0
high hopes,panic! at the disco,12,31,0
thotiana,blueface,13,8,0
eastside,benny blanco  halsey & khalid,14,34,0
break up with your girlfriend  i'm bored,ariana grande,15,4,0
going bad,meek mill featuring drake,16,14,0
murder on my mind,ynw melly,17,7,0
a lot,21 savage,18,11,0
girls like you,maroon 5 featuring cardi b,19,41,0
dancing with a stranger,sam smith & normani,20,8,0
better,khalid,21,25,0
drip too hard,lil baby & gunna,22,25,0
money,cardi b,23,20,0
sweet but psycho,ava max,24,12,0
beautiful crazy,luke combs,25,17,0
be alright,dean lewis,26,19,0
mia,bad bunny featuring drake,27,21,0
zeze,kodak black featuring travis scott & offset,28,21,0
better now,post malone,29,45,0
youngblood,5 seconds of summer,30,40,0
close to me,ellie goulding x diplo featuring swae lee,31,16,0
you say,lauren daigle,32,34,0
tequila,dan + shay,33,44,0
robbery,juice wrld,34,3,0
look back at it,a boogie wit da hoodie,35,13,0
lucid dreams,juice wrld,36,43,0
girls need love,summer walker x drake,37,2,0
baby shark,pinkfong,38,10,0
i,lil skies,39,1,1
envy me,calboy,40,12,0
i like it,cardi b  bad bunny & j balvin,41,48,0
bury a friend,billie eilish,42,6,0
taki taki,dj snake featuring selena gomez  ozuna & cardi b,43,23,0
wake up in the sky,gucci mane x bruno mars x kodak black,44,25,0
leave me alone,flipp dinero,45,25,0
twerk,city girls featuring cardi b,46,9,0
mo bamba,sheck wes,47,28,0
swervin,a boogie wit da hoodie featuring 6ix9ine,48,11,0
talk,khalid,49,4,0
mixed personalities,ynw melly featuring kanye west,50,7,0
pure water,mustard & migos,51,6,0
look what god gave her,thomas rhett,52,1,1
this is it,scotty mccreery,53,13,0
take it from me,jordan davis,54,10,0
millionaire,chris stapleton,55,13,0
hear me calling,juice wrld,56,1,1
con calma,daddy yankee & katy perry featuring snow,57,5,0
undecided,chris brown,58,9,0
close friends,lil baby,59,19,0
who do you love,the chainsmokers featuring 5 seconds of summer,60,4,0
girl like you,jason aldean,61,15,0
here tonight,brett young,62,9,0
burn out,midland,63,9,0
always remember us this way,lady gaga,64,8,0
worth it,yk osiris,65,3,0
what makes you country,luke bryan,66,10,0
ella quiere beber,anuel aa & romeo santos,67,18,0
shot clock,ella mai,68,6,0
down to the honkytonk,jake owen,69,10,0
eyes on you,chase rice,70,3,0
there was this girl,riley green,71,2,0
bad liar,imagine dragons,72,2,0
red room,offset,73,3,0
wish you were gay,billie eilish,74,1,1
whip,2 chainz featuring travis scott,75,1,1
make it sweet,old dominion,76,10,0
act up,city girls,77,1,1
good as you,kane brown,78,2,0
nights like this,kehlani featuring ty dolla $ign,79,8,0
calling my spirit,kodak black,80,14,0
miss me more,kelsea ballerini,81,5,0
armed and dangerous,juice wrld,82,17,0
old town road,lil nas x featuring billy ray cyrus,83,1,1
secreto,anuel aa & karol g,84,5,0
whiskey glasses,morgan wallen,85,1,1
night shift,jon pardi,86,3,0
faucet failure,ski mask the slump god,87,2,0
walk me home,p!nk,88,2,0
one that got away,michael ray,89,2,0
put a date on it,yo gotti featuring lil baby,90,6,0
lovely,billie eilish & khalid,91,18,0
needy,ariana grande,92,4,0
i can't get enough,benny blanco  tainy  selena gomez & j balvin,93,1,1
rule the world,2 chainz featuring ariana grande,94,1,1
when the party's over,billie eilish,95,19,0
love someone,lukas graham,96,10,0
talk you out of it,florida georgia line,97,3,0
love wins,carrie underwood,98,8,0
on my way to you,cody johnson,99,5,0
momma i hit a lick,2 chainz featuring kendrick lamar,100,1,1
see you again,wiz khalifa featuring charlie puth,1,15,0
bad blood,taylor swift featuring kendrick lamar,2,8,0
trap queen,fetty wap,3,22,0
cheerleader,omi,4,9,0
shut up and dance,walk the moon,5,32,0
uptown funk!,mark ronson featuring bruno mars,6,32,0
want to want me,jason derulo,7,15,0
hey mama,david guetta featuring nicki minaj  bebe rexha & afrojack,8,13,0
honey  i'm good.,andy grammer,9,17,0
earned it (fifty shades of grey),the weeknd,10,26,0
watch me,silento,11,17,0
can't feel my face,the weeknd,12,2,0
fight song,rachel platten,13,10,0
worth it,fifth harmony featuring kid ink,14,18,0
where are u now,skrillex & diplo with justin bieber,15,16,0
talking body,tove lo,16,21,0
lean on,major lazer & dj snake featuring mo,17,11,0
you know you like it,dj snake & alunageorge,18,13,0
sugar,maroon 5,19,23,0
thinking out loud,ed sheeran,20,37,0
post to be,omarion featuring chris brown & jhene aiko,21,24,0
the hills,the weeknd,22,4,0
nasty freestyle,t-wayne,23,10,0
love me like you do,ellie goulding,24,24,0
this summer's gonna hurt...,maroon 5,25,6,0
flex (ooh ooh ooh),rich homie quan,26,9,0
girl crush,little big town,27,18,0
b**** better have my money,rihanna,28,13,0
slow motion,trey songz,29,19,0
elastic heart,sia,30,24,0
the night is still young,nicki minaj,31,7,0
take your time,sam hunt,32,25,0
budapest,george ezra,33,21,0
photograph,ed sheeran,34,6,0
dear future husband,meghan trainor,35,23,0
kick the dust up,luke bryan,36,5,0
somebody,natalie la rose featuring jeremih,37,22,0
style,taylor swift,38,28,0
sangria,blake shelton,39,10,0
shake it off,taylor swift,40,44,0
g.d.f.r.,flo rida featuring sage the gemini & lookas,41,32,0
blank space,taylor swift,42,34,0
be real,kid ink featuring dej loaf,43,10,0
fun,pitbull featuring chris brown,44,6,0
bright,echosmith,45,14,0
love me like you mean it,kelsea ballerini,46,12,0
little toy guns,carrie underwood,47,14,0
blessings,big sean featuring drake,48,20,0
uma thurman,fall out boy,49,11,0
classic man,jidenna featuring roman gianarthur,50,7,0
tonight looks good on you,jason aldean,51,9,0
house party,sam hunt,52,3,0
like a wrecking ball,eric church,53,13,0
love you like that,canaan smith,54,13,0
commas,future,55,12,0
diamond rings and old barstools,tim mcgraw with catherine dunn,56,14,0
crash and burn,thomas rhett,57,6,0
baby be my love song,easton corbin,58,11,0
one last time,ariana grande,59,19,0
sippin' on fire,florida georgia line,60,15,0
wet dreamz,j. cole,61,11,0
buy me a boat,chris janson,62,4,0
loving you easy,zac brown band,63,4,0
one hell of an amen,brantley gilbert,64,8,0
i really like you,carly rae jepsen,65,16,0
don't it,billy currington,66,16,0
wild child,kenny chesney with grace potter,67,14,0
how many times,dj khaled featuring chris brown  lil wayne & big sean,68,6,0
stitches,shawn mendes,69,4,0
the matrimony,wale featuring usher,70,12,0
planez,jeremih featuring j. cole,71,4,0
crushin' it,brad paisley,72,8,0
ghost town,adam lambert,73,1,1
renegades,x ambassadors,74,10,0
smoke,a thousand horses,75,17,0
kiss you in the morning,michael ray,76,4,0
lay me down,sam smith,77,20,0
i need your love,shaggy featuring mohombi  faydee  costi,78,7,0
energy,drake,79,19,0
young & crazy,frankie ballard,80,4,0
pretty girls,britney spears & iggy azalea,81,7,0
hell of a night,dustin lynch,82,3,0
el perdon (forgiveness),nicky jam & enrique iglesias,83,13,0
b**** i'm madonna,madonna featuring nicki minaj,84,1,1
john cougar  john deere  john 3:16,keith urban,85,2,0
know yourself,drake,86,18,0
marvin gaye,charlie puth featuring meghan trainor,87,1,1
flashlight,jessie j,88,5,0
beautiful now,zedd featuring jon bellion,89,2,0
this could be us,rae sremmurd,90,2,0
hood go crazy,tech n9ne featuring 2 chainz & b.o.b,91,3,0
lose my mind,brett eldredge,92,2,0
sparks,hilary duff,93,1,1
believe,mumford & sons,94,15,0
coffee,miguel,95,2,0
i don't get tired (#idgt),kevin gates featuring august alsina,96,9,0
tear in my heart,twenty one pilots,97,3,0
flicka da wrist,chedda da connect,98,4,0
nasty,bandit gang marco featuring dro,99,9,0
good thing,sage the gemini featuring nick jonas,100,1,1
hello,adele,1,2,0
hotline bling,drake,2,14,0
the hills,the weeknd,3,24,0
sorry,justin bieber,4,2,0
what do you mean?,justin bieber,5,10,0
stitches,shawn mendes,6,24,0
focus,ariana grande,7,1,1
wildest dreams,taylor swift,8,11,0
679,fetty wap featuring remy boyz,9,19,0
like i'm gonna lose you,meghan trainor featuring john legend,10,18,0
locked away,r. city featuring adam levine,11,16,0
ex's & oh's,elle king,12,18,0
here,alessia cara,13,14,0
can't feel my face,the weeknd,14,22,0
watch me,silento,15,37,0
jumpman,drake & future,16,7,0
same old love,selena gomez,17,8,0
on my mind,ellie goulding,18,7,0
lean on,major lazer & dj snake featuring mo,19,31,0
renegades,x ambassadors,20,30,0
downtown,macklemore & ryan lewis featuring eric nally  melle mel  kool moe dee & grandmaster caz,21,11,0
hit the quan,ilovememphis,22,12,0
tennessee whiskey,chris stapleton,23,1,1
trap queen,fetty wap,24,42,0
good for you,selena gomez featuring a$ap rocky,25,20,0
drag me down,one direction,26,14,0
antidote,travis scott,27,9,0
