Title,ArtistName,Rank,Weeks,isNew
issues,julia michaels,41,3,0
juju on that beat (tz anthem),zay hilfigerrr & zayion mccall,42,20,0
believer,imagine dragons,43,1,1
don't let me down,the chainsmokers featuring daya,44,52,0
love me now,john legend,45,16,0
dirt on my boots,jon pardi,46,10,0
make me (cry),noah cyrus featuring labrinth,47,9,0
party,chris brown featuring usher & gucci mane,48,8,0
the greatest,sia featuring kendrick lamar,49,23,0
bad romance,lady gaga,50,35,0
deja vu,j. cole,51,9,0
location,khalid,52,5,0
both,gucci mane featuring drake,53,8,0
handclap,fitz and the tantrums,54,20,0
seein' red,dustin lynch,55,7,0
i got you,bebe rexha,56,6,0
used to this,future featuring drake,57,14,0
star of the show,thomas rhett,58,15,0
play that song,train,59,11,0
party monster,the weeknd,60,12,0
despacito,luis fonsi & daddy yankee featuring justin bieber,61,4,0
castle on the hill,ed sheeran,62,5,0
think a little less,michael ray,63,7,0
a guy with a girl,blake shelton,64,13,0
goosebumps,travis scott,65,14,0
sober saturday night,chris young featuring vince gill,66,6,0
chantaje,shakira featuring maluma,67,13,0
my old man,zac brown band,68,1,1
guys my age,hey violet,69,3,0
sacrifices,big sean featuring migos,70,1,1
way down we go,kaleo,71,7,0
call on me,starley,72,6,0
slippery,migos featuring gucci mane,73,2,0
halfway off the balcony,big sean,74,1,1
today,brad paisley,75,6,0
jump out the window,big sean,76,1,1
swang,rae sremmurd,77,8,0
kill a word,eric church featuring rhiannon giddens,78,9,0
the weekend,brantley gilbert,79,6,0
fast,luke bryan,80,3,0
no heart,21 savage & metro boomin,81,16,0
not nice,partynextdoor,82,4,0
how far i'll go,alessia cara,83,10,0
any ol' barstool,jason aldean,84,3,0
selfish,pnb rock,85,14,0
owe me,big sean,86,1,1
beauty and the beast,ariana grande & john legend,87,1,1
wanna be that song,brett eldredge,88,19,0
i don't,mariah carey featuring yg,89,1,1
road less traveled,lauren alaina,90,3,0
80s mercedes,maren morris,91,13,0
how far i'll go,auli'i cravalho,92,11,0
now & later,sage the gemini,93,1,1
in case you didn't know,brett young,94,1,1
look at me!,xxxtentacion,95,1,1
otw,dj luke nasty,96,8,0
light,big sean featuring jeremih,97,1,1
redbone,childish gambino,98,11,0
some kind of drug,g-eazy featuring marc e. bassy,99,2,0
kelly price,migos featuring travis scott,100,2,0
diamonds,rihanna,1,8,0
one more night,maroon 5,2,22,0
die young,ke$ha,3,8,0
locked out of heaven,bruno mars,4,7,0
some nights,fun.,5,39,0
let me love you (until you learn to love yourself),ne-yo,6,16,0
gangnam style,psy,7,11,0
ho hey,the lumineers,8,24,0
we are never ever getting back together,taylor swift,9,15,0
i cry,flo rida,10,8,0
too close,alex clare,11,34,0
home,phillip phillips,12,21,0
don't wake me up,chris brown,13,21,0
as long as you love me,justin bieber featuring big sean,14,22,0
clique,kanye west  jay-z  big sean,15,11,0
cruise,florida georgia line featuring nelly,16,14,0
adorn,miguel,17,16,0
blow me (one last kiss),pink,18,20,0
swimming pools (drank),kendrick lamar,19,14,0
beauty and a beat,justin bieber featuring nicki minaj,20,6,0
skyfall,adele,21,7,0
it's time,imagine dragons,22,24,0
good time,owl city & carly rae jepsen,23,21,0
everybody talks,neon trees,24,36,0
the a team,ed sheeran,25,19,0
va va voom,nicki minaj,26,5,0
lights,ellie goulding,27,48,0
50 ways to say goodbye,train,28,19,0
girl on fire,alicia keys featuring nicki minaj,29,11,0
i will wait,mumford & sons,30,15,0
call me maybe,carly rae jepsen,31,39,0
bandz a make her dance,juicy j featuring lil wayne & 2 chainz,32,10,0
don't you worry child,swedish house mafia featuring john martin,33,9,0
kiss tomorrow goodbye,luke bryan,34,13,0
thinkin bout you,frank ocean,35,19,0
somebody that i used to know,gotye featuring kimbra,36,46,0
wanted,hunter hayes,37,30,0
whistle,flo rida,38,27,0
blown away,carrie underwood,39,20,0
feel again,onerepublic,40,12,0
little things,one direction,41,1,1
thrift shop,macklemore & ryan lewis featuring wanz,42,7,0
finally found you,enrique iglesias featuring sammy adams,43,10,0
pop that,french montana featuring rick ross  drake  lil wayne,44,19,0
hard to love,lee brice,45,23,0
payphone,maroon 5 featuring wiz khalifa,46,31,0
titanium,david guetta featuring sia,47,32,0
wide awake,katy perry,48,26,0
hall of fame,the script featuring will.i.am,49,8,0
try,pink,50,4,0
the one that got away,jake owen,51,15,0
no worries,lil wayne featuring detail,52,11,0
come wake me up,rascal flatts,53,17,0
fastest girl in town,miranda lambert,54,17,0
birthday song,2 chainz featuring kanye west,55,15,0
til my last day,justin moore,56,10,0
anything could happen,ellie goulding,57,6,0
beer money,kip moore,58,9,0
every storm (runs out of rain),gary allan,59,7,0
better dig two,the band perry,60,3,0
don't stop the party,pitbull featuring tjr,61,5,0
2 reasons,trey songz featuring t.i.,62,20,0
goodbye in her eyes,zac brown band,63,6,0
madness,muse,64,13,0
turn on the lights,future,65,15,0
creepin',eric church,66,13,0
a thousand years (part 2),christina perri featuring steve kazee,67,1,1
live while we're young,one direction,68,7,0
how country feels,randy houser,69,7,0
f**kin problems,a$ap rocky featuring drake  2 chainz & kendrick lamar,70,3,0
radioactive,imagine dragons,71,12,0
southern comfort zone,brad paisley,72,7,0
begin again,taylor swift,73,7,0
catch my breath,kelly clarkson,74,4,0
did it for the girl,greg bates,75,9,0
take a little ride,jason aldean,76,18,0
i knew you were trouble.,taylor swift,77,5,0
the only way i know,jason aldean with luke bryan & eric church,78,2,0
diced pineapples,rick ross featuring wale & drake,79,7,0
ball,t.i. featuring lil wayne,80,5,0
wicked games,the weeknd,81,3,0
el cerrito place,kenny chesney,82,6,0
pound the alarm,nicki minaj,83,17,0
your body,christina aguilera,84,9,0
put it down,brandy featuring chris brown,85,14,0
lovin' you is fun,easton corbin,86,20,0
dance for you,beyonce,87,11,0
tornado,little big town,88,2,0
don't judge me,chris brown,89,3,0
ready or not,bridgit mendler,90,5,0
ice,kelly rowland featuring lil wayne,91,5,0
just a fool,christina aguilera with blake shelton,92,1,1
take a walk,passion pit,93,12,0
poetic justice,kendrick lamar featuring drake,94,4,0
kiss you,one direction,95,1,1
young & gettin' it,meek mill featuring kirko bangz,96,3,0
sweet nothing,calvin harris featuring florence welch,97,2,0
i'm different,2 chainz,98,1,1
dive in,trey songz,99,12,0
celebration,game featuring chris brown  tyga  wiz khalifa & lil wayne,100,2,0
one dance,drake featuring wizkid & kyla,1,5,0
panda,desiigner,2,11,0
7 years,lukas graham,3,16,0
i took a pill in ibiza,mike posner,4,16,0
work from home,fifth harmony featuring ty dolla $ign,5,10,0
work,rihanna featuring drake,6,15,0
don't let me down,the chainsmokers featuring daya,7,12,0
pillowtalk,zayn,8,14,0
this is what you came for,calvin harris featuring rihanna,9,1,1
love yourself,justin bieber,10,25,0
sorry,beyonce,11,2,0
no,meghan trainor,12,9,0
needed me,rihanna,13,14,0
my house,flo rida,14,26,0
stressed out,twenty one pilots,15,33,0
hold up,beyonce,16,2,0
me  myself & i,g-eazy x bebe rexha,17,27,0
dangerous woman,ariana grande,18,8,0
formation,beyonce,19,2,0
h.o.l.y.,florida georgia line,20,1,1
pop style,drake featuring the throne,21,5,0
cake by the ocean,dnce,22,29,0
never forget you,zara larsson & mnek,23,12,0
low life,future featuring the weeknd,24,13,0
oui,jeremih,25,18,0
2 phones,kevin gates,26,18,0
sorry,justin bieber,27,28,0
6 inch,beyonce featuring the weeknd,28,2,0
my boo,ghost town dj's,29,32,0
middle,dj snake featuring bipolar sunshine,30,16,0
close,nick jonas featuring tove lo,31,6,0
let it go,james bay,32,20,0
hype,drake,33,1,1
controlla,drake,34,1,1
exchange,bryson tiller,35,28,0
stitches,shawn mendes,36,50,0
don't hurt yourself,beyonce featuring jack white,37,2,0
grammys,drake featuring future,38,1,1
one call away,charlie puth,39,23,0
still here,drake,40,1,1
somewhere on a beach,dierks bentley,41,14,0
lost boy,ruth b,42,11,0
roses,the chainsmokers featuring rozes,43,29,0
u with me?,drake,44,1,1
9,drake,45,1,1
don't,bryson tiller,46,32,0
with you,drake featuring partynextdoor,47,1,1
cheap thrills,sia featuring sean paul,48,12,0
childs play,drake,49,1,1
think of you,chris young duet with cassadee pope,50,12,0
humble and kind,tim mcgraw,51,13,0
too good,drake featuring rihanna,52,1,1
feel no ways,drake,53,1,1
weston road flows,drake,54,1,1
just like fire,p!nk,55,3,0
wild things,alessia cara,56,11,0
cut it,o.t. genasis featuring young dolph,57,11,0
ride,twenty one pilots,58,8,0
huntin'  fishin' & lovin' every day,luke bryan,59,6,0
snapback,old dominion,60,15,0
redemption,drake,61,1,1
t-shirt,thomas rhett,62,10,0
don't mind,kent jones,63,1,1
all night,beyonce,64,2,0
freedom,beyonce featuring kendrick lamar,65,2,0
daddy lessons,beyonce,66,2,0
the sound of silence,disturbed,67,11,0
keep the family close,drake,68,1,1
came here to forget,blake shelton,69,9,0
pray you catch me,beyonce,70,2,0
sandcastles,beyonce,71,2,0
faithful,drake featuring pimp c & dvsn,72,1,1
love drought,beyonce,73,2,0
true colors,zedd & kesha,74,1,1
fire & desire,drake,75,1,1
kiss it better,rihanna,76,5,0
all the way up,fat joe  remy ma & jay z featuring french montana & infared,77,6,0
mind reader,dustin lynch,78,11,0
never be like you,flume featuring kai,79,5,0
my church,maren morris,80,15,0
really really,kevin gates,81,20,0
wicked,future,82,3,0
youth,troye sivan,83,14,0
uber everywhere,madeintyo,84,5,0
might not,belly featuring the weeknd,85,11,0
views,drake,86,1,1
if it ain't love,jason derulo,87,4,0
team,iggy azalea,88,7,0
summer sixteen,drake,89,14,0
light it up,major lazer featuring nyla & fuse odg,90,8,0
promise,kid ink featuring fetty wap,91,12,0
body,dreezy featuring jeremih,92,7,0
piece by piece,kelly clarkson,93,10,0
head over boots,jon pardi,94,10,0
famous,kanye west,95,5,0
confession,florida georgia line,96,19,0
i like the sound of that,rascal flatts,97,15,0
father stretch my hands pt. 1,kanye west,98,5,0
i hate u i love u,gnash featuring olivia o'brien,99,3,0
law,yo gotti featuring e-40,100,4,0
tik tok,ke$ha,1,16,0
today was a fairytale,taylor swift,2,1,1
bad romance,lady gaga,3,13,0
bedrock,young money featuring lloyd,4,9,0
baby,justin bieber featuring ludacris,5,1,1
replay,iyaz,6,23,0
sexy chick,david guetta featuring akon,7,25,0
empire state of mind,jay-z + alicia keys,8,20,0
hard,rihanna featuring jeezy,9,10,0
hey  soul sister,train,10,17,0
imma be,the black eyed peas,11,8,0
how low,ludacris,12,7,0
fireflies,owl city,13,23,0
carry out,timbaland featuring justin timberlake,14,8,0
i gotta feeling,the black eyed peas,15,33,0
stranded (haiti mon amour),jay-z  bono  the edge & rihanna,16,1,1
do you remember,jay sean featuring sean paul & lil jon,17,12,0
need you now,lady antebellum,18,24,0
say aah,trey songz featuring fabolous,19,11,0
telephone,lady gaga featuring beyonce,20,9,0
blah blah blah,ke$ha featuring 3oh!3,21,3,0
two is better than one,boys like girls featuring taylor swift,22,14,0
down,jay sean featuring lil wayne,23,30,0
according to you,orianthi,24,8,0
whatcha say,jason derulo,25,24,0
live like we're dying,kris allen,26,13,0
you belong with me,taylor swift,27,40,0
in my head,jason derulo,28,7,0
forever,drake featuring kanye west  lil wayne & eminem,29,19,0
paparazzi,lady gaga,30,22,0
meet me halfway,the black eyed peas,31,19,0
tie me down,new boyz featuring ray j,32,15,0
already gone,kelly clarkson,33,26,0
party in the u.s.a.,miley cyrus,34,24,0
3,britney spears,35,16,0
use somebody,kings of leon,36,52,0
whataya want from me,adam lambert,37,6,0
evacuate the dancefloor,cascada,38,24,0
sweet dreams,beyonce,39,27,0
fifteen,taylor swift,40,21,0
haven't met you yet,michael buble,41,17,0
if you only knew,shinedown,42,13,0
the truth,jason aldean,43,12,0
money to blow,birdman featuring lil wayne & drake,44,16,0
try sleeping with a broken heart,alicia keys,45,10,0
fallin' for you,colbie caillat,46,30,0
naturally,selena gomez & the scene,47,5,0
hallelujah,justin timberlake & matt morris featuring charlie sexton,48,1,1
white liar,miranda lambert,49,15,0
it kills me,melanie fiona,50,10,0
shut it down,pitbull featuring akon,51,8,0
gangsta luv,snoop dogg featuring the-dream,52,14,0
why don't we just dance,josh turner,53,11,0
set the fire to the third bar,snow patrol featuring martha wainwright,54,2,0
cowboy casanova,carrie underwood,55,19,0
all the right moves,onerepublic,56,16,0
life after you,daughtry,57,8,0
southern voice,tim mcgraw,58,14,0
breakeven,the script,59,8,0
i wanna rock,snoop dogg,60,7,0
say something,timbaland featuring drake,61,3,0
i am,mary j. blige,62,7,0
one less lonely girl,justin bieber,63,15,0
on to the next one,jay-z + swizz beatz,64,2,0
never gonna be alone,nickelback,65,13,0
heartbreak warfare,john mayer,66,7,0
halfway gone,lifehouse,67,7,0
shots,lmfao featuring lil jon,68,7,0
soldier of love,sade,69,2,0
i invented sex,trey songz featuring drake,70,14,0
i can transform ya,chris brown featuring lil wayne & swizz beatz,71,16,0
history in the making,darius rucker,72,13,0
uprising,muse,73,20,0
i wanna make you close your eyes,dierks bentley,74,17,0
drop the world,lil wayne featuring eminem,75,4,0
someday,rob thomas,76,12,0
hillbilly bone,blake shelton featuring trace adkins,77,5,0
american saturday night,brad paisley,78,7,0
spotlight,gucci mane featuring usher,79,13,0
our kind of love,lady antebellum,80,1,1
redemption song,rihanna,81,1,1
temporary home,carrie underwood,82,5,0
consider me gone,reba,83,17,0
sex therapy,robin thicke,84,6,0
that's how country boys roll,billy currington,85,8,0
cryin' for me (wayman's song),toby keith,86,7,0
your love is my drug,ke$ha,87,3,0
eight second ride,jake owen,88,12,0
1901,phoenix,89,8,0
'til summer comes around,keith urban,90,2,0
a little more country than that,easton corbin,91,3,0
just breathe,pearl jam,92,2,0
highway 20 ride,zac brown band,93,2,0
papers,usher,94,15,0
break,three days grace,95,20,0
crawl,chris brown,96,9,0
american honey,lady antebellum,97,3,0
baby by me,50 cent featuring ne-yo,98,13,0
give it up to me,shakira featuring lil wayne,99,11,0
russian roulette,rihanna,100,14,0
cheerleader,omi,1,17,0
can't feel my face,the weeknd,2,10,0
watch me,silento,3,25,0
lean on,major lazer & dj snake featuring mo,4,19,0
the hills,the weeknd,5,12,0
fight song,rachel platten,6,18,0
trap queen,fetty wap,7,30,0
my way,fetty wap featuring monty,8,6,0
bad blood,taylor swift featuring kendrick lamar,9,16,0
good for you,selena gomez featuring a$ap rocky,10,8,0
see you again,wiz khalifa featuring charlie puth,11,23,0
where are u now,skrillex & diplo with justin bieber,12,24,0
679,fetty wap featuring remy boyz,13,7,0
shut up and dance,walk the moon,14,40,0
photograph,ed sheeran,15,14,0
cool for the summer,demi lovato,16,7,0
uptown funk!,mark ronson featuring bruno mars,17,40,0
worth it,fifth harmony featuring kid ink,18,26,0
honey  i'm good.,andy grammer,19,25,0
want to want me,jason derulo,20,23,0
post to be,omarion featuring chris brown & jhene aiko,21,32,0
hey mama,david guetta featuring nicki minaj  bebe rexha & afrojack,22,21,0
classic man,jidenna featuring roman gianarthur,23,15,0
uma thurman,fall out boy,24,19,0
locked away,r. city featuring adam levine,25,4,0
drag me down,one direction,26,2,0
sugar,maroon 5,27,31,0
house party,sam hunt,28,11,0
flex (ooh ooh ooh),rich homie quan,29,17,0
marvin gaye,charlie puth featuring meghan trainor,30,9,0
thinking out loud,ed sheeran,31,45,0
back to back,drake,32,2,0
again,fetty wap,33,1,1
earned it (fifty shades of grey),the weeknd,34,34,0
stitches,shawn mendes,35,12,0
b**** better have my money,rihanna,36,21,0
kick the dust up,luke bryan,37,13,0
love me like you do,ellie goulding,38,32,0
crash and burn,thomas rhett,39,14,0
loving you easy,zac brown band,40,12,0
she's kinda hot,5 seconds of summer,41,4,0
all eyes on you,meek mill featuring chris brown & nicki minaj,42,8,0
you know you like it,dj snake & alunageorge,43,21,0
talking body,tove lo,44,29,0
renegades,x ambassadors,45,18,0
nasty freestyle,t-wayne,46,18,0
buy me a boat,chris janson,47,12,0
rotten to the core,dove cameron  cameron boyce  booboo stewart & sofia carson,48,2,0
john cougar  john deere  john 3:16,keith urban,49,10,0
i don't like it  i love it,flo rida featuring robin thicke & verdine white,50,8,0
high by the beach,lana del rey,51,1,1
planez,jeremih featuring j. cole,52,12,0
like a wrecking ball,eric church,53,21,0
this could be us,rae sremmurd,54,10,0
young & crazy,frankie ballard,55,12,0
hell of a night,dustin lynch,56,11,0
hotline bling,drake,57,2,0
kiss you in the morning,michael ray,58,12,0
be real,kid ink featuring dej loaf,59,18,0
how deep is your love,calvin harris & disciples,60,4,0
lose my mind,brett eldredge,61,10,0
like i'm gonna lose you,meghan trainor featuring john legend,62,6,0
strip it down,luke bryan,63,2,0
should've been us,tori kelly,64,5,0
burning house,cam,65,5,0
cheyenne,jason derulo,66,3,0
fly,maddie & tae,67,5,0
r.i.c.o.,meek mill featuring drake,68,7,0
save it for a rainy day,kenny chesney,69,4,0
beautiful now,zedd featuring jon bellion,70,10,0
ex's & oh's,elle king,71,6,0
sangria,blake shelton,72,18,0
el perdon (forgiveness),nicky jam & enrique iglesias,73,21,0
fun,pitbull featuring chris brown,74,14,0
ghost town,adam lambert,75,9,0
one hell of an amen,brantley gilbert,76,16,0
anything goes,florida georgia line,77,5,0
do it again,pia mia featuring chris brown & tyga,78,7,0
tonight looks good on you,jason aldean,79,17,0
break up with him,old dominion,80,6,0
i'm comin' over,chris young,81,7,0
comfortable,k camp,82,2,0
the night is still young,nicki minaj,83,15,0
real life,jake owen,84,8,0
here,alessia cara,85,2,0
wet dreamz,j. cole,86,19,0
where ya at,future featuring drake,87,4,0
omen,disclosure featuring sam smith,88,2,0
alright,kendrick lamar,89,8,0
100,the game featuring drake,90,2,0
how many times,dj khaled featuring chris brown  lil wayne & big sean,91,14,0
one man can change the world,big sean featuring kanye west & john legend,92,6,0
let me see ya girl,cole swindell,93,2,0
if only,dove cameron,94,2,0
commas,future,95,20,0
love myself,hailee steinfeld,96,1,1
nothin' like you,dan + shay,97,1,1
gonna wanna tonight,chase rice,98,1,1
black magic,little mix,99,1,1
100 grandkids,mac miller,100,1,1
cheerleader,omi,1,12,0
see you again,wiz khalifa featuring charlie puth,2,18,0
can't feel my face,the weeknd,3,5,0
bad blood,taylor swift featuring kendrick lamar,4,11,0
watch me,silento,5,20,0
trap queen,fetty wap,6,25,0
shut up and dance,walk the moon,7,35,0
fight song,rachel platten,8,13,0
where are u now,skrillex & diplo with justin bieber,9,19,0
hey mama,david guetta featuring nicki minaj  bebe rexha & afrojack,10,16,0
honey  i'm good.,andy grammer,11,20,0
the hills,the weeknd,12,7,0
uptown funk!,mark ronson featuring bruno mars,13,35,0
worth it,fifth harmony featuring kid ink,14,21,0
good for you,selena gomez featuring a$ap rocky,15,3,0
want to want me,jason derulo,16,18,0
lean on,major lazer & dj snake featuring mo,17,14,0
earned it (fifty shades of grey),the weeknd,18,29,0
679,fetty wap featuring remy boyz,19,2,0
sugar,maroon 5,20,26,0
post to be,omarion featuring chris brown & jhene aiko,21,27,0
b**** better have my money,rihanna,22,16,0
talking body,tove lo,23,24,0
photograph,ed sheeran,24,9,0
you know you like it,dj snake & alunageorge,25,16,0
thinking out loud,ed sheeran,26,40,0
girl crush,little big town,27,21,0
cool for the summer,demi lovato,28,2,0
all eyes on you,meek mill featuring chris brown & nicki minaj,29,3,0
classic man,jidenna featuring roman gianarthur,30,10,0
flex (ooh ooh ooh),rich homie quan,31,12,0
this summer's gonna hurt...,maroon 5,32,9,0
love me like you do,ellie goulding,33,27,0
kick the dust up,luke bryan,34,8,0
elastic heart,sia,35,27,0
nasty freestyle,t-wayne,36,13,0
take your time,sam hunt,37,28,0
slow motion,trey songz,38,22,0
uma thurman,fall out boy,39,14,0
sangria,blake shelton,40,13,0
house party,sam hunt,41,6,0
fun,pitbull featuring chris brown,42,9,0
r.i.c.o.,meek mill featuring drake,43,2,0
the night is still young,nicki minaj,44,10,0
be real,kid ink featuring dej loaf,45,13,0
love you like that,canaan smith,46,16,0
g.d.f.r.,flo rida featuring sage the gemini & lookas,47,35,0
style,taylor swift,48,31,0
somebody,natalie la rose featuring jeremih,49,25,0
shake it off,taylor swift,50,47,0
crash and burn,thomas rhett,51,9,0
like a wrecking ball,eric church,52,16,0
tonight looks good on you,jason aldean,53,12,0
buy me a boat,chris janson,54,7,0
stitches,shawn mendes,55,7,0
i don't like it  i love it,flo rida featuring robin thicke & verdine white,56,3,0
one hell of an amen,brantley gilbert,57,11,0
loving you easy,zac brown band,58,7,0
renegades,x ambassadors,59,13,0
bright,echosmith,60,17,0
marvin gaye,charlie puth featuring meghan trainor,61,4,0
love me like you mean it,kelsea ballerini,62,15,0
baby be my love song,easton corbin,63,14,0
planez,jeremih featuring j. cole,64,7,0
john cougar  john deere  john 3:16,keith urban,65,5,0
kiss you in the morning,michael ray,66,7,0
commas,future,67,15,0
crushin' it,brad paisley,68,11,0
wet dreamz,j. cole,69,14,0
this could be us,rae sremmurd,70,5,0
the matrimony,wale featuring usher,71,15,0
hell of a night,dustin lynch,72,6,0
little toy guns,carrie underwood,73,17,0
lose my mind,brett eldredge,74,5,0
love is your name,steven tyler,75,1,1
young & crazy,frankie ballard,76,7,0
do it again,pia mia featuring chris brown & tyga,77,2,0
bad for you,meek mill featuring nicki minaj,78,2,0
real life,jake owen,79,3,0
ghost town,adam lambert,80,4,0
how many times,dj khaled featuring chris brown  lil wayne & big sean,81,9,0
yoga,janelle monae & jidenna,82,3,0
diamond rings and old barstools,tim mcgraw with catherine dunn,83,17,0
good thing,sage the gemini featuring nick jonas,84,4,0
sippin' on fire,florida georgia line,85,18,0
alright,kendrick lamar,86,3,0
don't it,billy currington,87,19,0
lord knows,meek mill,88,1,1
el perdon (forgiveness),nicky jam & enrique iglesias,89,16,0
beautiful now,zedd featuring jon bellion,90,5,0
jump out the face,meek mill featuring future,91,1,1
i really like you,carly rae jepsen,92,19,0
hood go crazy,tech n9ne featuring 2 chainz & b.o.b,93,6,0
smoke,a thousand horses,94,20,0
like i'm gonna lose you,meghan trainor featuring john legend,95,1,1
ex's & oh's,elle king,96,1,1
tear in my heart,twenty one pilots,97,6,0
brother,needtobreathe featuring gavin degraw,98,2,0
break up with him,old dominion,99,1,1
i'm comin' over,chris young,100,2,0
hello,adele,1,9,0
sorry,justin bieber,2,9,0
love yourself,justin bieber,3,6,0
hotline bling,drake,4,21,0
what do you mean?,justin bieber,5,17,0
same old love,selena gomez,6,15,0
here,alessia cara,7,21,0
stitches,shawn mendes,8,31,0
the hills,the weeknd,9,31,0
like i'm gonna lose you,meghan trainor featuring john legend,10,25,0
all i want for christmas is you,mariah carey,11,14,0
jumpman,drake & future,12,14,0
stressed out,twenty one pilots,13,14,0
679,fetty wap featuring remy boyz,14,26,0
in the night,the weeknd,15,7,0
antidote,travis scott,16,16,0
on my mind,ellie goulding,17,14,0
don't,bryson tiller,18,13,0
watch me,silento,19,44,0
roses,the chainsmokers featuring rozes,20,10,0
can't feel my face,the weeknd,21,29,0
wildest dreams,taylor swift,22,18,0
ex's & oh's,elle king,23,25,0
white iverson,post malone,24,16,0
die a happy man,thomas rhett,25,14,0
say it,tory lanez,26,10,0
confident,demi lovato,27,12,0
lean on,major lazer & dj snake featuring mo,28,38,0
trap queen,fetty wap,29,49,0
rockin' around the christmas tree,brenda lee,30,15,0
perfect,one direction,31,10,0
break up in a small town,sam hunt,32,12,0
i know what you did last summer,shawn mendes & camila cabello,33,6,0
hit the quan,ilovememphis,34,19,0
focus,ariana grande,35,8,0
me  myself & i,g-eazy x bebe rexha,36,8,0
my house,flo rida,37,7,0
the christmas song (merry christmas to you),nat king cole,38,7,0
hands to myself,selena gomez,39,3,0
no role modelz,j. cole,40,19,0
see you again,wiz khalifa featuring charlie puth,41,42,0
hide away,daya,42,14,0
cake by the ocean,dnce,43,10,0
again,fetty wap,44,20,0
where ya at,future featuring drake,45,23,0
locked away,r. city featuring adam levine,46,23,0
jingle bell rock,bobby helms,47,16,0
do it like me,dlow,48,7,0
where are u now,skrillex & diplo with justin bieber,49,43,0
burning house,cam,50,24,0
exchange,bryson tiller,51,9,0
down in the dm,yo gotti featuring nicki minaj,52,4,0
back to sleep,chris brown,53,2,0
when we were young,adele,54,5,0
adventure of a lifetime,coldplay,55,7,0
back up,dej loaf featuring big sean,56,12,0
one call away,charlie puth,57,4,0
wtf (where they from),missy elliott featuring pharrell williams,58,7,0
i'll show you,justin bieber,59,8,0
home alone tonight,luke bryan featuring karen fairchild,60,5,0
big rings,drake & future,61,14,0
the fix,nelly featuring jeremih,62,13,0
best friend,young thug,63,5,0
stay a little longer,brothers osborne,64,12,0
gonna know we were here,jason aldean,65,11,0
stand by you,rachel platten,66,6,0
used to love you,gwen stefani,67,6,0
irresistible,fall out boy,68,6,0
i got the boy,jana kramer,69,11,0
i love this life,locash,70,9,0
new americana,halsey,71,13,0
you should be here,cole swindell,72,2,0
$ave dat money,lil dicky featuring fetty wap & rich homie quan,73,9,0
gonna,blake shelton,74,15,0
dessert,dawin,75,3,0
come get her,rae sremmurd,76,15,0
liquor,chris brown,77,16,0
lay it all on me,rudimental featuring ed sheeran,78,12,0
right hand,drake,79,15,0
zero,chris brown,80,1,1
hallelujah,lindsey stirling,81,1,1
downtown,macklemore & ryan lewis featuring eric nally  melle mel  kool moe dee & grandmaster caz,82,18,0
good to be alive (hallelujah),andy grammer,83,2,0
the feeling,justin bieber featuring halsey,84,6,0
top of the world,tim mcgraw,85,11,0
rgf island,fetty wap,86,11,0
blase,ty dolla $ign featuring future & rae sremmurd,87,15,0
backroad song,granger smith,88,3,0
ginza,j balvin,89,12,0
sorry not sorry,bryson tiller,90,2,0
little more (royalty),chris brown,91,1,1
beautiful drug,zac brown band,92,5,0
play no games,big sean featuring chris brown & ty dolla $ign,93,8,0
really really,kevin gates,94,1,1
purpose,justin bieber,95,6,0
hollow,tori kelly,96,2,0
dibs,kelsea ballerini,97,8,0
let it go,james bay,98,1,1
stick talk,future,99,1,1
get ugly,jason derulo,100,1,1
we found love,rihanna featuring calvin harris,1,6,0
someone like you,adele,2,17,0
sexy and i know it,lmfao,3,9,0
moves like jagger,maroon 5 featuring christina aguilera,4,19,0
pumped up kicks,foster the people,5,27,0
stereo hearts,gym class heroes featuring adam levine,6,20,0
without you,david guetta featuring usher,7,9,0
party rock anthem,lmfao featuring lauren bennett & goonrock,8,32,0
you make me feel...,cobra starship featuring sabi,9,16,0
mr. know it all,kelly clarkson,10,8,0
in the dark,dev,11,13,0
good feeling,flo rida,12,5,0
headlines,drake,13,12,0
5 o'clock,t-pain featuring wiz khalifa & lily allen,14,5,0
you and i,lady gaga,15,13,0
super bass,nicki minaj,16,27,0
ni**as in paris,jay z kanye west,17,12,0
it girl,jason derulo,18,12,0
give me everything,pitbull featuring ne-yo  afrojack & nayer,19,31,0
princess of china,coldplay featuring rihanna,20,1,1
it will rain,bruno mars,21,5,0
fly,nicki minaj featuring rihanna,22,10,0
she will,lil wayne featuring drake,23,11,0
god gave me you,blake shelton,24,16,0
make me proud,drake featuring nicki minaj,25,3,0
lighters,bad meets evil featuring bruno mars,26,20,0
mr. saxobeat,alexandra stan,27,16,0
good life,onerepublic,28,31,0
rolling in the deep,adele,29,43,0
dance (a$$),big sean featuring nicki minaj,30,4,0
just a kiss,lady antebellum,31,26,0
how to love,lil wayne,32,23,0
crazy girl,eli young band,33,33,0
the one that got away,katy perry,34,3,0
work out,j. cole,35,9,0
nothing,the script,36,12,0
red solo cup,toby keith,37,1,1
last friday night (t.g.i.f.),katy perry,38,23,0
if i die young,the band perry,39,49,0
tonight tonight,hot chelle rae,40,29,0
i don't want this night to end,luke bryan,41,5,0
take a back road,rodney atkins,42,22,0
marvin & chardonnay,big sean featuring kanye west & roscoe dash,43,15,0
not over you,gavin degraw,44,12,0
cheers (drink to that),rihanna,45,14,0
sparks fly,taylor swift,46,14,0
