Title,ArtistName,Rank,Weeks,isNew
stressed out,twenty one pilots,21,38,False
cake by the ocean,dnce,22,34,False
my house,flo rida,23,31,False
controlla,drake,24,6,False
lost boy,ruth b,25,16,False
low life,future featuring the weeknd,26,18,False
close,nick jonas featuring tove lo,27,11,False
send my love (to your new lover),adele,28,4,False
all the way up,fat joe, remy ma & jay z featuring french montana & infared,29,11,False
me  myself & i,g-eazy x bebe rexha,30,32,False
me too,meghan trainor,31,4,False
let it go,james bay,32,25,False
too good,drake featuring rihanna,33,6,False
treat you better,shawn mendes,34,1,True
oui,jeremih,35,23,False
sorry,justin bieber,36,33,False
cut it,o.t. genasis featuring young dolph,37,16,False
exchange,bryson tiller,38,33,False
2 phones,kevin gates,39,23,False
humble and kind,tim mcgraw,40,18,False
sorry,beyonce,41,7,False
pop style,drake featuring the throne,42,10,False
huntin'  fishin' & lovin' every day,luke bryan,43,11,False
wicked,future,44,8,False
t-shirt,thomas rhett,45,15,False
never be like you,flume featuring kai,46,10,False
into you,ariana grande,47,4,False
unsteady,x ambassadors,48,4,False
middle,dj snake featuring bipolar sunshine,49,21,False
no,meghan trainor,50,14,False
wild things,alessia cara,51,16,False
kill em with kindness,selena gomez,52,2,False
really really,kevin gates,53,23,False
came here to forget,blake shelton,54,14,False
uber everywhere,madeintyo,55,10,False
my church,maren morris,56,20,False
somewhere on a beach,dierks bentley,57,19,False
church bells,carrie underwood,58,5,False
from the ground up,dan + shay,59,3,False
lights come on,jason aldean,60,9,False
i hate u i love u,gnash featuring olivia o'brien,61,8,False
wasted time,keith urban,62,7,False
wake up,fetty wap,63,4,False
messin' around,pitbull featuring enrique iglesias,64,6,False
body,dreezy featuring jeremih,65,12,False
the sound of silence,disturbed,66,16,False
head over boots,jon pardi,67,15,False
record year,eric church,68,8,False
hype,drake,69,6,False
snapback,old dominion,70,20,False
you don't own me,grace featuring g-eazy,71,6,False
childs play,drake,72,6,False
still here,drake,73,6,False
wherever i go,onerepublic,74,4,False
nothing is promised,mike will made-it x rihanna,75,1,True
light it up,major lazer featuring nyla & fuse odg,76,13,False
grammys,drake featuring future,77,6,False
think of you,chris young duet with cassadee pope,78,17,False
gold,kiiara,79,3,False
noise,kenny chesney,80,9,False
peter pan,kelsea ballerini,81,2,False
make you miss me,sam hunt,82,2,False
american country love song,jake owen,83,3,False
might not,belly featuring the weeknd,84,16,False
with you,drake featuring partynextdoor,85,6,False
sit still  look pretty,daya,86,2,False
mind reader,dustin lynch,87,16,False
formation,beyonce,88,7,False
with you tonight / hasta el amanecer,nicky jam,89,3,False
ophelia,the lumineers,90,7,False
feel no ways,drake,91,6,False
faded,alan walker,92,7,False
fix,chris lane,93,2,False
law,yo gotti featuring e-40,94,9,False
piece by piece,kelly clarkson,95,15,False
kiss it better,rihanna,96,10,False
father stretch my hands pt. 1,kanye west,97,7,False
moolah,young greatness,98,9,False
no problem,chance the rapper featuring lil wayne & 2 chainz,99,3,False
youth,troye sivan,100,18,False
california gurls,katy perry featuring snoop dogg,1,7,False
love the way you lie,eminem featuring rihanna,2,1,True
omg,usher featuring will.i.am,3,13,False
airplanes,b.o.b featuring hayley williams,4,11,False
billionaire,travie mccoy featuring bruno mars,5,13,False
find your love,drake,6,8,False
cooler than me,mike posner,7,9,False
your love is my drug,ke$ha,8,20,False
alejandro,lady gaga,9,13,False
ridin' solo,jason derulo,10,13,False
not afraid,eminem,11,8,False
break your heart,taio cruz featuring ludacris,12,18,False
bulletproof,la roux,13,17,False
dynamite,taio cruz,14,4,False
my first kiss,3oh!3 featuring ke$ha,15,8,False
hey  soul sister,train,16,39,False
nothin' on you,b.o.b featuring bruno mars,17,22,False
can't be tamed,miley cyrus,18,6,False
impossible,shontelle,19,10,False
rock that body,the black eyed peas,20,9,False
need you now,lady antebellum,21,46,False
i like it,enrique iglesias featuring pitbull,22,7,False
no love,eminem featuring lil wayne,23,1,True
round & round,selena gomez & the scene,24,1,True
somebody to love,justin bieber featuring usher,25,7,False
your love,nicki minaj,26,4,False
un-thinkable (i'm ready),alicia keys,27,12,False
in my head,jason derulo,28,29,False
breakeven,the script,29,30,False
undo it,carrie underwood,30,9,False
young forever,jay-z + mr. hudson,31,24,False
haven't met you yet,michael buble,32,39,False
rude boy,rihanna,33,20,False
all i do is win,dj khaled featuring t-pain, ludacris, snoop dogg & rick ross,34,19,False
the house that built me,miranda lambert,35,14,False
over,drake,36,16,False
pray for you,jaron and the long road to love,37,14,False
there goes my baby,usher,38,15,False
this afternoon,nickelback,39,12,False
waka waka (this time for africa),shakira featuring freshlyground,40,3,False
rain is a good thing,luke bryan,41,14,False
lover  lover,jerrod niemann,42,9,False
telephone,lady gaga featuring beyonce,43,31,False
misery,maroon 5,44,1,True
water,brad paisley,45,11,False
tik tok,ke$ha,46,38,False
whataya want from me,adam lambert,47,28,False
free,zac brown band,48,6,False
i gotta feeling,the black eyed peas,49,55,False
gettin' over you,david guetta & chris willis featuring fergie & lmfao,50,9,False
if we ever meet again,timbaland featuring katy perry,51,15,False
hello good morning,diddy - dirty money featuring t.i.,52,13,False
ride,ciara featuring ludacris,53,10,False
crazy town,jason aldean,54,11,False
my chick bad,ludacris featuring nicki minaj,55,18,False
she won't be lonely long,clay walker,56,13,False
love like crazy,lee brice,57,8,False
i never told you,colbie caillat,58,14,False
king of anything,sara bareilles,59,1,True
lose my mind,young jeezy featuring plies,60,8,False
got your back,t.i. featuring keri hilson,61,4,False
won't back down,eminem featuring p!nk,62,1,True
teach me how to dougie,cali swag district,63,5,False
pretty good at drinkin' beer,billy currington,64,4,False
beautiful monster,ne-yo,65,3,False
the only exception,paramore,66,5,False
shark in the water,v v brown,67,4,False
eenie meenie,sean kingston & justin bieber,68,14,False
half of my heart,john mayer,69,5,False
sex room,ludacris featuring trey songz,70,5,False
cold wind blows,eminem,71,1,True
gimmie that girl,joe nichols,72,18,False
if it's love,train,73,3,False
i'm in,keith urban,74,5,False
stay,miley cyrus,75,1,True
miss me,drake featuring lil wayne,76,4,False
glitter in the air,p!nk,77,6,False
hold you (hold yuh),gyptian,78,5,False
the man i want to be,chris young,79,17,False
wrong baby wrong,martina mcbride,80,14,False
little white church,little big town,81,4,False
pretty boy swag,soulja boy tell'em,82,2,False
animal,neon trees,83,4,False
wavin' flag,k'naan,84,4,False
i keep on loving you,reba,85,10,False
never say never,justin bieber featuring jaden smith,86,3,False
neighbors know my name,trey songz,87,18,False
talkin' 2 myself,eminem featuring kobe,88,1,True
our kind of love,lady antebellum,89,3,False
up all night,drake featuring nicki minaj,90,2,False
magic,b.o.b featuring rivers cuomo,91,3,False
25 to life,eminem,92,1,True
kissin u,miranda cosgrove,93,5,False
if i had you,adam lambert,94,1,True
i'm back,t.i.,95,15,False
this ain't nothin',craig morgan,96,2,False
all about tonight,blake shelton,97,2,False
farmer's daughter,rodney atkins,98,2,False
143,bobby brackins featuring ray j,99,2,False
lay me down,the dirty heads featuring rome,100,2,False
see you again,wiz khalifa featuring charlie puth,1,9,False
trap queen,fetty wap,2,16,False
earned it (fifty shades of grey),the weeknd,3,20,False
uptown funk!,mark ronson featuring bruno mars,4,26,False
shut up and dance,walk the moon,5,26,False
sugar,maroon 5,6,17,False
love me like you do,ellie goulding,7,18,False
want to want me,jason derulo,8,9,False
thinking out loud,ed sheeran,9,31,False
g.d.f.r.,flo rida featuring sage the gemini & lookas,10,26,False
nasty freestyle,t-wayne,11,4,False
somebody,natalie la rose featuring jeremih,12,16,False
hey mama,david guetta featuring nicki minaj, bebe rexha & afrojack,13,7,False
post to be,omarion featuring chris brown & jhene aiko,14,18,False
talking body,tove lo,15,15,False
dear future husband,meghan trainor,16,17,False
style,taylor swift,17,22,False
honey  i'm good.,andy grammer,18,11,False
one last time,ariana grande,19,13,False
chains,nick jonas,20,15,False
worth it,fifth harmony featuring kid ink,21,12,False
you know you like it,dj snake & alunageorge,22,7,False
b**** better have my money,rihanna,23,7,False
where are u now,skrillex & diplo with justin bieber,24,10,False
girl crush,little big town,25,12,False
blank space,taylor swift,26,28,False
slow motion,trey songz,27,13,False
lay me down,sam smith,28,14,False
pretty girls,britney spears & iggy azalea,29,1,True
take your time,sam hunt,30,19,False
time of our lives,pitbull & ne-yo,31,22,False
blessings,big sean featuring drake,32,14,False
watch me,silento,33,11,False
budapest,george ezra,34,15,False
shake it off,taylor swift,35,38,False
throw sum mo,rae sremmurd featuring nicki minaj & young thug,36,19,False
truffle butter,nicki minaj featuring drake & lil wayne,37,16,False
take me to church,hozier,38,39,False
ayo,chris brown & tyga,39,18,False
sippin' on fire,florida georgia line,40,9,False
elastic heart,sia,41,18,False
i'm not the only one,sam smith,42,36,False
all about that bass,meghan trainor,43,44,False
don't it,billy currington,44,10,False
fourfiveseconds,rihanna & kanye west & paul mccartney,45,16,False
sangria,blake shelton,46,4,False
cheerleader,omi,47,3,False
lips are movin,meghan trainor,48,29,False
smoke,a thousand horses,49,11,False
bright,echosmith,50,8,False
a guy walks into a bar,tyler farr,51,19,False
lean on,major lazer & dj snake featuring mo,52,5,False
fight song,rachel platten,53,4,False
believe,mumford & sons,54,9,False
geronimo,sheppard,55,20,False
raise 'em up,keith urban featuring eric church,56,11,False
homegrown,zac brown band,57,17,False
heartbeat song,kelly clarkson,58,17,False
all day,kanye west featuring theophilus london, allan kingdom & paul mccartney,59,10,False
nasty,bandit gang marco featuring dro,60,3,False
i bet,ciara,61,11,False
flex (ooh ooh ooh),rich homie quan,62,3,False
i want you to know,zedd featuring selena gomez,63,11,False
be real,kid ink featuring dej loaf,64,4,False
commas,future,65,6,False
say you do,dierks bentley,66,17,False
i really like you,carly rae jepsen,67,10,False
know yourself,drake,68,12,False
little toy guns,carrie underwood,69,8,False
wild child,kenny chesney with grace potter,70,8,False
energy,drake,71,13,False
love you like that,canaan smith,72,7,False
love me like you mean it,kelsea ballerini,73,6,False
the matrimony,wale featuring usher,74,6,False
diamond rings and old barstools,tim mcgraw with catherine dunn,75,8,False
renegades,x ambassadors,76,4,False
like a wrecking ball,eric church,77,7,False
coffee,miguel,78,1,True
baby be my love song,easton corbin,79,5,False
king kunta,kendrick lamar,80,8,False
she don't love you,eric paslay,81,10,False
wet dreamz,j. cole,82,5,False
el perdon (forgiveness),nicky jam & enrique iglesias,83,7,False
uma thurman,fall out boy,84,5,False
one hell of an amen,brantley gilbert,85,2,False
get low,dillon francis & dj snake,86,6,False
i need your love,shaggy featuring mohombi, faydee, costi,87,1,True
tonight looks good on you,jason aldean,88,3,False
classic man,jidenna featuring roman gianarthur,89,1,True
ain't worth the whiskey,cole swindell,90,19,False
i don't get tired (#idgt),kevin gates featuring august alsina,91,3,False
games,luke bryan,92,3,False
the night is still young,nicki minaj,93,1,True
nothing without love,nate ruess,94,3,False
nobody love,tori kelly,95,11,False
crushin' it,brad paisley,96,2,False
american oxygen,rihanna,97,4,False
flicka da wrist,chedda da connect,98,2,False
shine on,sawyer fredericks,99,1,True
10 bands,drake,100,13,False
s&m,rihanna featuring britney spears,1,14,False
e.t.,katy perry featuring kanye west,2,10,False
just can't get enough,the black eyed peas,3,9,False
down on me,jeremih featuring 50 cent,4,23,False
f**k you! (forget you),cee lo green,5,34,False
rolling in the deep,adele,6,15,False
look at me now,chris brown featuring lil wayne & busta rhymes,7,11,False
on the floor,jennifer lopez featuring pitbull,8,8,False
till the world ends,britney spears featuring nicki minaj & ke$ha,9,7,False
judas,lady gaga,10,1,True
the lazy song,bruno mars,11,8,False
blow,ke$ha,12,13,False
born this way,lady gaga,13,10,False
written in the stars,tinie tempah featuring eric turner,14,9,False
the show goes on,lupe fiasco,15,16,False
f**kin' perfect,p!nk,16,16,False
moment 4 life,nicki minaj featuring drake,17,18,False
i need a doctor,dr. dre featuring eminem & skylar grey,18,11,False
all of the lights,kanye west,19,16,False
give me everything,pitbull featuring ne-yo, afrojack & nayer,20,3,False
roll up,wiz khalifa,21,10,False
firework,katy perry,22,26,False
grenade,bruno mars,23,29,False
price tag,jessie j featuring b.o.b,24,11,False
coming home,diddy - dirty money featuring skylar grey,25,21,False
more,usher,26,19,False
what the hell,avril lavigne,27,14,False
hey baby (drop it to the floor),pitbull featuring t-pain,28,29,False
tonight (i'm lovin' you),enrique iglesias featuring ludacris & dj frank e,29,21,False
backseat,new boyz featuring the cataracs & dev,30,9,False
don't you wanna stay,jason aldean with kelly clarkson,31,24,False
pretty girl rock,keri hilson,32,21,False
6 foot 7 foot,lil wayne featuring cory gunz,33,18,False
colder weather,zac brown band,34,13,False
just the way you are,bruno mars,35,39,False
for the first time,the script,36,16,False
who says,selena gomez & the scene,37,5,False
old alabama,brad paisley featuring alabama,38,2,False
jar of hearts,christina perri,39,29,False
bow chicka wow wow,mike posner featuring lil wayne,40,8,False
a little bit stronger,sara evans,41,16,False
raise your glass,p!nk,42,28,False
are you gonna kiss me or not,thompson square,43,18,False
dynamite,taio cruz,44,46,False
heart like mine,miranda lambert,45,10,False
i won't let go,rascal flatts,46,12,False
honey bee,blake shelton,47,2,False
stereo love,edward maya & vika jigulina,48,28,False
did it on'em,nicki minaj,49,7,False
no hands,waka flocka flame featuring roscoe dash & wale,50,32,False
mean,taylor swift,51,5,False
this,darius rucker,52,16,False
what do you want,jerrod niemann,53,17,False
you lie,the band perry,54,7,False
motivation,kelly rowland featuring lil wayne,55,1,True
party rock anthem,lmfao featuring lauren bennett & goonrock,56,4,False
rocketeer,far*east movement featuring ryan tedder,57,20,False
sure thing,miguel,58,6,False
without you,keith urban,59,6,False
racks,yc featuring future,60,3,False
live a little,kenny chesney,61,6,False
red nation,game featuring lil wayne,62,1,True
tomorrow,chris young,63,6,False
the cave,mumford & sons,64,11,False
john,lil wayne featuring rick ross,65,4,False
hold it against me,britney spears,66,14,False
bleed red,ronnie dunn,67,10,False
rope,foo fighters,68,7,False
best love song,t-pain featuring chris brown,69,4,False
hustle hard,ace hood,70,2,False
if heaven wasn't so far away,justin moore,71,4,False
my last,big sean featuring chris brown,72,4,False
love faces,trey songz,73,12,False
grove st. party,waka flocka flame featuring kebo gotti,74,5,False
no sleep,wiz khalifa,75,4,False
bring it back,travis porter,76,5,False
i can't love you back,easton corbin,77,6,False
you be killin em,fabolous,78,16,False
country song,seether,79,5,False
dirt road anthem,jason aldean,80,2,False
sing,my chemical romance,81,10,False
friday,rebecca black,82,5,False
far away,marsha ambrosius,83,5,False
family man,craig campbell,84,4,False
boyfriend,big time rush,85,6,False
homeboy,eric church,86,5,False
beggin' on your knees,victorious cast featuring victoria justice,87,3,False
where you at,jennifer hudson,88,6,False
little miss,sugarland,89,14,False
she ain't you,chris brown,90,1,True
hello,martin solveig & dragonette,91,2,False
never say never,justin bieber featuring jaden smith,92,18,False
tonight tonight,hot chelle rae,93,1,True
determinate,bridgit mendler, adam hicks, naomi scott & hayley kiyoko,94,1,True
i smile,kirk franklin,95,6,False
barefoot blue jean night,jake owen,96,1,True
i do,colbie caillat,97,3,False
good life,onerepublic,98,3,False
somewhere else,toby keith,99,2,False
crazy girl,eli young band,100,6,False
rude,magic!,1,16,False
stay with me,sam smith,2,18,False
